gene_id,chr,start,end,strand,TSS,TSS_10kb_start,TSS_10kb_end,TSS_20kb_start,TSS_20kb_end,TSS_50kb_start,TSS_50kb_end,TSS_100kb_start,TSS_100kb_end,chr_number,chr_coord_10kb,chr_coord_20kb,chr_coord_50kb,chr_coord_100kb
nlrc3,NC_007135.7,37436566,37466799,+,37436566,37426566,37446566,37416566,37456566,37386566,37486566,37336566,37536566,24,24-37426566-37446566,24-37416566-37456566,24-37386566-37486566,24-37336566-37536566
cluap1,NC_007135.7,37466770,37484128,-,37484128,37474128,37494128,37464128,37504128,37434128,37534128,37384128,37584128,24,24-37474128-37494128,24-37464128-37504128,24-37434128-37534128,24-37384128-37584128
wdr90,NC_007135.7,37484626,37531773,+,37484626,37474626,37494626,37464626,37504626,37434626,37534626,37384626,37584626,24,24-37474626-37494626,24-37464626-37504626,24-37434626-37534626,24-37384626-37584626
rhot2,NC_007135.7,37533728,37559496,+,37533728,37523728,37543728,37513728,37553728,37483728,37583728,37433728,37633728,24,24-37523728-37543728,24-37513728-37553728,24-37483728-37583728,24-37433728-37633728
h1-0,NC_007135.7,37567029,37568359,-,37568359,37558359,37578359,37548359,37588359,37518359,37618359,37468359,37668359,24,24-37558359-37578359,24-37548359-37588359,24-37518359-37618359,24-37468359-37668359
rhbdl1,NC_007135.7,37568445,37631713,+,37568445,37558445,37578445,37548445,37588445,37518445,37618445,37468445,37668445,24,24-37558445-37578445,24-37548445-37588445,24-37518445-37618445,24-37468445-37668445
zgc:112496,NC_007135.7,37631791,37640655,-,37640655,37630655,37650655,37620655,37660655,37590655,37690655,37540655,37740655,24,24-37630655-37650655,24-37620655-37660655,24-37590655-37690655,24-37540655-37740655
wdr24,NC_007135.7,37640698,37661073,+,37640698,37630698,37650698,37620698,37660698,37590698,37690698,37540698,37740698,24,24-37630698-37650698,24-37620698-37660698,24-37590698-37690698,24-37540698-37740698
anks3,NC_007135.7,37661140,37680917,-,37680917,37670917,37690917,37660917,37700917,37630917,37730917,37580917,37780917,24,24-37670917-37690917,24-37660917-37700917,24-37630917-37730917,24-37580917-37780917
zgc:112185,NC_007135.7,37681082,37688208,-,37688208,37678208,37698208,37668208,37708208,37638208,37738208,37588208,37788208,24,24-37678208-37698208,24-37668208-37708208,24-37638208-37738208,24-37588208-37788208
h3f3d,NC_007135.7,37688766,37693028,+,37688766,37678766,37698766,37668766,37708766,37638766,37738766,37588766,37788766,24,24-37678766-37698766,24-37668766-37708766,24-37638766-37738766,24-37588766-37788766
decr2,NC_007135.7,37709215,37721712,+,37709215,37699215,37719215,37689215,37729215,37659215,37759215,37609215,37809215,24,24-37699215-37719215,24-37689215-37729215,24-37659215-37759215,24-37609215-37809215
rab11fip3,NC_007135.7,37722046,37798256,+,37722046,37712046,37732046,37702046,37742046,37672046,37772046,37622046,37822046,24,24-37712046-37732046,24-37702046-37742046,24-37672046-37772046,24-37622046-37822046
telo2,NC_007135.7,37799818,37823488,+,37799818,37789818,37809818,37779818,37819818,37749818,37849818,37699818,37899818,24,24-37789818-37809818,24-37779818-37819818,24-37749818-37849818,24-37699818-37899818
ift140,NC_007135.7,37825623,37901491,+,37825623,37815623,37835623,37805623,37845623,37775623,37875623,37725623,37925623,24,24-37815623-37835623,24-37805623-37845623,24-37775623-37875623,24-37725623-37925623
tmem204,NC_007135.7,37854372,37877986,-,37877986,37867986,37887986,37857986,37897986,37827986,37927986,37777986,37977986,24,24-37867986-37887986,24-37857986-37897986,24-37827986-37927986,24-37777986-37977986
ccdc78,NC_007135.7,37902748,37922177,+,37902748,37892748,37912748,37882748,37922748,37852748,37952748,37802748,38002748,24,24-37892748-37912748,24-37882748-37922748,24-37852748-37952748,24-37802748-38002748
metrn,NC_007135.7,37941614,37955994,-,37955994,37945994,37965994,37935994,37975994,37905994,38005994,37855994,38055994,24,24-37945994-37965994,24-37935994-37975994,24-37905994-38005994,24-37855994-38055994
crp1,NC_007135.7,38069151,38080385,-,38080385,38070385,38090385,38060385,38100385,38030385,38130385,37980385,38180385,24,24-38070385-38090385,24-38060385-38100385,24-38030385-38130385,24-37980385-38180385
crp2,NC_007135.7,38082020,38085890,-,38085890,38075890,38095890,38065890,38105890,38035890,38135890,37985890,38185890,24,24-38075890-38095890,24-38065890-38105890,24-38035890-38135890,24-37985890-38185890
crp3,NC_007135.7,38092607,38097305,-,38097305,38087305,38107305,38077305,38117305,38047305,38147305,37997305,38197305,24,24-38087305-38107305,24-38077305-38117305,24-38047305-38147305,24-37997305-38197305
crp6,NC_007135.7,38130488,38131595,-,38131595,38121595,38141595,38111595,38151595,38081595,38181595,38031595,38231595,24,24-38121595-38141595,24-38111595-38151595,24-38081595-38181595,24-38031595-38231595
crp7,NC_007135.7,38137389,38138479,-,38138479,38128479,38148479,38118479,38158479,38088479,38188479,38038479,38238479,24,24-38128479-38148479,24-38118479-38158479,24-38088479-38188479,24-38038479-38238479
si:ch211-234p6.5,NC_007135.7,38142617,38188661,+,38142617,38132617,38152617,38122617,38162617,38092617,38192617,38042617,38242617,24,24-38132617-38152617,24-38122617-38162617,24-38092617-38192617,24-38042617-38242617
igic1s1,NC_007135.7,38194134,38197635,-,38197635,38187635,38207635,38177635,38217635,38147635,38247635,38097635,38297635,24,24-38187635-38207635,24-38177635-38217635,24-38147635-38247635,24-38097635-38297635
mybpc2b,NC_007135.7,38259603,38348805,+,38259603,38249603,38269603,38239603,38279603,38209603,38309603,38159603,38359603,24,24-38249603-38269603,24-38239603-38279603,24-38209603-38309603,24-38159603-38359603
zgc:91999,NC_007135.7,38270474,38288895,-,38288895,38278895,38298895,38268895,38308895,38238895,38338895,38188895,38388895,24,24-38278895-38298895,24-38268895-38308895,24-38238895-38338895,24-38188895-38388895
lrrc4bb,NC_007135.7,38362042,38384432,-,38384432,38374432,38394432,38364432,38404432,38334432,38434432,38284432,38484432,24,24-38374432-38394432,24-38364432-38404432,24-38334432-38434432,24-38284432-38484432
zgc:154125,NC_007135.7,38534010,38545138,+,38534010,38524010,38544010,38514010,38554010,38484010,38584010,38434010,38634010,24,24-38524010-38544010,24-38514010-38554010,24-38484010-38584010,24-38434010-38634010
slc17a7b,NC_007135.7,38550133,38597820,-,38597820,38587820,38607820,38577820,38617820,38547820,38647820,38497820,38697820,24,24-38587820-38607820,24-38577820-38617820,24-38547820-38647820,24-38497820-38697820
slc6a16b,NC_007135.7,38616921,38645896,-,38645896,38635896,38655896,38625896,38665896,38595896,38695896,38545896,38745896,24,24-38635896-38655896,24-38625896-38665896,24-38595896-38695896,24-38545896-38745896
eps8l1b,NC_007135.7,38662659,38694765,+,38662659,38652659,38672659,38642659,38682659,38612659,38712659,38562659,38762659,24,24-38652659-38672659,24-38642659-38682659,24-38612659-38712659,24-38562659-38762659
ntn2,NC_007135.7,38722474,38787587,-,38787587,38777587,38797587,38767587,38807587,38737587,38837587,38687587,38887587,24,24-38777587-38797587,24-38767587-38807587,24-38737587-38837587,24-38687587-38887587
nog2,NC_007135.7,38814738,38816725,-,38816725,38806725,38826725,38796725,38836725,38766725,38866725,38716725,38916725,24,24-38806725-38826725,24-38796725-38836725,24-38766725-38866725,24-38716725-38916725
capn15,NC_007135.7,39027353,39084491,+,39027353,39017353,39037353,39007353,39047353,38977353,39077353,38927353,39127353,24,24-39017353-39037353,24-39007353-39047353,24-38977353-39077353,24-38927353-39127353
mss51,NC_007135.7,39105406,39113829,+,39105406,39095406,39115406,39085406,39125406,39055406,39155406,39005406,39205406,24,24-39095406-39115406,24-39085406-39125406,24-39055406-39155406,24-39005406-39205406
tbc1d24,NC_007135.7,39129304,39155070,+,39129304,39119304,39139304,39109304,39149304,39079304,39179304,39029304,39229304,24,24-39119304-39139304,24-39109304-39149304,24-39079304-39179304,24-39029304-39229304
atp6v0cb,NC_007135.7,39158283,39175750,+,39158283,39148283,39168283,39138283,39178283,39108283,39208283,39058283,39258283,24,24-39148283-39168283,24-39138283-39178283,24-39108283-39208283,24-39058283-39258283
nubp2,NC_007135.7,39178360,39186185,-,39186185,39176185,39196185,39166185,39206185,39136185,39236185,39086185,39286185,24,24-39176185-39196185,24-39166185-39206185,24-39136185-39236185,24-39086185-39286185
spsb3b,NC_007135.7,39186636,39197061,+,39186636,39176636,39196636,39166636,39206636,39136636,39236636,39086636,39286636,24,24-39176636-39196636,24-39166636-39206636,24-39136636-39236636,24-39086636-39286636
kcnj12a,NC_007135.7,39349870,39376783,-,39376783,39366783,39386783,39356783,39396783,39326783,39426783,39276783,39476783,24,24-39366783-39386783,24-39356783-39396783,24-39326783-39426783,24-39276783-39476783
dnah3,NC_007135.7,39430878,39514567,+,39430878,39420878,39440878,39410878,39450878,39380878,39480878,39330878,39530878,24,24-39420878-39440878,24-39410878-39450878,24-39380878-39480878,24-39330878-39530878
lyrm1,NC_007135.7,39510735,39518618,-,39518618,39508618,39528618,39498618,39538618,39468618,39568618,39418618,39618618,24,24-39508618-39528618,24-39498618-39538618,24-39468618-39568618,24-39418618-39618618
dcun1d3,NC_007135.7,39518774,39535253,+,39518774,39508774,39528774,39498774,39538774,39468774,39568774,39418774,39618774,24,24-39508774-39528774,24-39498774-39538774,24-39468774-39568774,24-39418774-39618774
cox6b1,NC_007135.7,39606051,39610578,-,39610578,39600578,39620578,39590578,39630578,39560578,39660578,39510578,39710578,24,24-39600578-39620578,24-39590578-39630578,24-39560578-39660578,24-39510578-39710578
fam234a,NC_007135.7,39620157,39637436,-,39637436,39627436,39647436,39617436,39657436,39587436,39687436,39537436,39737436,24,24-39627436-39647436,24-39617436-39657436,24-39587436-39687436,24-39537436-39737436
luc7l,NC_007135.7,39638549,39654132,+,39638549,39628549,39648549,39618549,39658549,39588549,39688549,39538549,39738549,24,24-39628549-39648549,24-39618549-39658549,24-39588549-39688549,24-39538549-39738549
stub1,NC_007135.7,39656810,39668185,+,39656810,39646810,39666810,39636810,39676810,39606810,39706810,39556810,39756810,24,24-39646810-39666810,24-39636810-39676810,24-39606810-39706810,24-39556810-39756810
zgc:153659,NC_007135.7,39695170,39697503,+,39695170,39685170,39705170,39675170,39715170,39645170,39745170,39595170,39795170,24,24-39685170-39705170,24-39675170-39715170,24-39645170-39745170,24-39595170-39795170
slc12a7b,NC_007135.7,39778645,39885802,-,39885802,39875802,39895802,39865802,39905802,39835802,39935802,39785802,39985802,24,24-39875802-39895802,24-39865802-39905802,24-39835802-39935802,24-39785802-39985802
aoc1,NC_007135.7,40001290,40009419,-,40009419,39999419,40019419,39989419,40029419,39959419,40059419,39909419,40109419,24,24-39999419-40019419,24-39989419-40029419,24-39959419-40059419,24-39909419-40109419
smyhc1,NC_007135.7,40656508,40668217,-,40668217,40658217,40678217,40648217,40688217,40618217,40718217,40568217,40768217,24,24-40658217-40678217,24-40648217-40688217,24-40618217-40718217,24-40568217-40768217
smyhc2,NC_007135.7,40680153,40700596,-,40700596,40690596,40710596,40680596,40720596,40650596,40750596,40600596,40800596,24,24-40690596-40710596,24-40680596-40720596,24-40650596-40750596,24-40600596-40800596
smyhc3,NC_007135.7,40712794,40726073,-,40726073,40716073,40736073,40706073,40746073,40676073,40776073,40626073,40826073,24,24-40716073-40736073,24-40706073-40746073,24-40676073-40776073,24-40626073-40826073
cebp1,NC_007135.7,40820755,40830494,-,40830494,40820494,40840494,40810494,40850494,40780494,40880494,40730494,40930494,24,24-40820494-40840494,24-40810494-40850494,24-40780494-40880494,24-40730494-40930494
gorasp1b,NC_007135.7,40860314,40873106,+,40860314,40850314,40870314,40840314,40880314,40810314,40910314,40760314,40960314,24,24-40850314-40870314,24-40840314-40880314,24-40810314-40910314,24-40760314-40960314
wdr48a,NC_007135.7,40876247,40901425,-,40901425,40891425,40911425,40881425,40921425,40851425,40951425,40801425,41001425,24,24-40891425-40911425,24-40881425-40921425,24-40851425-40951425,24-40801425-41001425
scn5lab,NC_007135.7,40953118,41143005,+,40953118,40943118,40963118,40933118,40973118,40903118,41003118,40853118,41053118,24,24-40943118-40963118,24-40933118-40973118,24-40903118-41003118,24-40853118-41053118
acvr2ba,NC_007135.7,41164800,41220538,-,41220538,41210538,41230538,41200538,41240538,41170538,41270538,41120538,41320538,24,24-41210538-41230538,24-41200538-41240538,24-41170538-41270538,24-41120538-41320538
xylb,NC_007135.7,41232946,41267194,-,41267194,41257194,41277194,41247194,41287194,41217194,41317194,41167194,41367194,24,24-41257194-41277194,24-41247194-41287194,24-41217194-41317194,24-41167194-41367194
nub1,NC_007135.7,41272969,41303238,+,41272969,41262969,41282969,41252969,41292969,41222969,41322969,41172969,41372969,24,24-41262969-41282969,24-41252969-41292969,24-41222969-41322969,24-41172969-41372969
crygn2,NC_007135.7,41305391,41312451,-,41312451,41302451,41322451,41292451,41332451,41262451,41362451,41212451,41412451,24,24-41302451-41322451,24-41292451-41332451,24-41262451-41362451,24-41212451-41412451
rheb,NC_007135.7,41316713,41334617,-,41334617,41324617,41344617,41314617,41354617,41284617,41384617,41234617,41434617,24,24-41324617-41344617,24-41314617-41354617,24-41284617-41384617,24-41234617-41434617
lrrc30a,NC_007135.7,41678233,41679364,-,41679364,41669364,41689364,41659364,41699364,41629364,41729364,41579364,41779364,24,24-41669364-41689364,24-41659364-41699364,24-41629364-41729364,24-41579364-41779364
lama1,NC_007135.7,41690545,41784173,+,41690545,41680545,41700545,41670545,41710545,41640545,41740545,41590545,41790545,24,24-41680545-41700545,24-41670545-41710545,24-41640545-41740545,24-41590545-41790545
arhgap28,NC_007135.7,41786274,41888016,-,41888016,41878016,41898016,41868016,41908016,41838016,41938016,41788016,41988016,24,24-41878016-41898016,24-41868016-41908016,24-41838016-41938016,24-41788016-41988016
epb41l3a,NC_007135.7,41931535,41986897,+,41931535,41921535,41941535,41911535,41951535,41881535,41981535,41831535,42031535,24,24-41921535-41941535,24-41911535-41951535,24-41881535-41981535,24-41831535-42031535
zbtb14,NC_007135.7,41988850,41995790,+,41988850,41978850,41998850,41968850,42008850,41938850,42038850,41888850,42088850,24,24-41978850-41998850,24-41968850-42008850,24-41938850-42038850,24-41888850-42088850
top1mt,NC_007135.7,42004609,42018360,+,42004609,41994609,42014609,41984609,42024609,41954609,42054609,41904609,42104609,24,24-41994609-42014609,24-41984609-42024609,24-41954609-42054609,24-41904609-42104609
ppp4r1,NC_007135.7,42054151,42073135,-,42073135,42063135,42083135,42053135,42093135,42023135,42123135,41973135,42173135,24,24-42063135-42083135,24-42053135-42093135,24-42023135-42123135,24-41973135-42173135
ssr1,NC_007135.7,42080255,42090640,-,42090640,42080640,42100640,42070640,42110640,42040640,42140640,41990640,42190640,24,24-42080640-42100640,24-42070640-42110640,24-42040640-42140640,24-41990640-42190640
ahrra,NC_007135.7,42094288,42102252,+,42094288,42084288,42104288,42074288,42114288,42044288,42144288,41994288,42194288,24,24-42084288-42104288,24-42074288-42114288,24-42044288-42144288,24-41994288-42194288
pigm,NC_007135.7,42102204,42108655,-,42108655,42098655,42118655,42088655,42128655,42058655,42158655,42008655,42208655,24,24-42098655-42118655,24-42088655-42128655,24-42058655-42158655,24-42008655-42208655
snx16,NC_007135.7,42115501,42121814,+,42115501,42105501,42125501,42095501,42135501,42065501,42165501,42015501,42215501,24,24-42105501-42125501,24-42095501-42135501,24-42065501-42165501,24-42015501-42215501
rmdn1,NC_007135.7,42141313,42148339,-,42148339,42138339,42158339,42128339,42168339,42098339,42198339,42048339,42248339,24,24-42138339-42158339,24-42128339-42168339,24-42098339-42198339,24-42048339-42248339
serpinb1l3,NC_007135.7,42148140,42157913,+,42148140,42138140,42158140,42128140,42168140,42098140,42198140,42048140,42248140,24,24-42138140-42158140,24-42128140-42168140,24-42098140-42198140,24-42048140-42248140
cntn1a,NC_007136.7,5109,147882,+,5109,0,15109,0,25109,0,55109,0,105109,25,25-0-15109,25-0-25109,25-0-55109,25-0-105109
pclaf,NC_007136.7,123185,188855,+,123185,113185,133185,103185,143185,73185,173185,23185,223185,25,25-113185-133185,25-103185-143185,25-73185-173185,25-23185-223185
adam10b,NC_007136.7,150499,160758,+,150499,140499,160499,130499,170499,100499,200499,50499,250499,25,25-140499-160499,25-130499-170499,25-100499-200499,25-50499-250499
pus7,NC_007136.7,235992,244424,+,235992,225992,245992,215992,255992,185992,285992,135992,335992,25,25-225992-245992,25-215992-255992,25-185992-285992,25-135992-335992
vwa5a,NC_007136.7,245065,261514,+,245065,235065,255065,225065,265065,195065,295065,145065,345065,25,25-235065-255065,25-225065-265065,25-195065-295065,25-145065-345065
prickle1a,NC_007136.7,314608,348784,-,348784,338784,358784,328784,368784,298784,398784,248784,448784,25,25-338784-358784,25-328784-368784,25-298784-398784,25-248784-448784
szl,NC_007136.7,371412,375892,-,375892,365892,385892,355892,395892,325892,425892,275892,475892,25,25-365892-385892,25-355892-395892,25-325892-425892,25-275892-475892
prtgb,NC_007136.7,409838,467560,+,409838,399838,419838,389838,429838,359838,459838,309838,509838,25,25-399838-419838,25-389838-429838,25-359838-459838,25-309838-509838
